"Transcript","Gene"
"KXJ14282.1","KXJ14282.1"
"KXJ14268.1","KXJ14268.1"
"KXJ14275.1","KXJ14275.1"
"KXJ14286.1","KXJ14286.1"
"KXJ14246.1","KXJ14246.1"
"KXJ14241.1","KXJ14241.1"
"KXJ14253.1","KXJ14253.1"
"KXJ14245.1","KXJ14245.1"
"KXJ14251.1","KXJ14251.1"
"KXJ14252.1","KXJ14252.1"
"KXJ14242.1","KXJ14242.1"
"KXJ14240.1","KXJ14240.1"
"KXJ14256.1","KXJ14256.1"
"KXJ14239.1","KXJ14239.1"
"KXJ14247.1","KXJ14247.1"
"KXJ14243.1","KXJ14243.1"
"KXJ14263.1","KXJ14263.1"
"KXJ14244.1","KXJ14244.1"
"KXJ14250.1","KXJ14250.1"
"KXJ14259.1","KXJ14259.1"
"KXJ14257.1","KXJ14257.1"
"KXJ14254.1","KXJ14254.1"
"KXJ14262.1","KXJ14262.1"
"KXJ14261.1","KXJ14261.1"
"KXJ14255.1","KXJ14255.1"
"KXJ14248.1","KXJ14248.1"
"KXJ14249.1","KXJ14249.1"
"KXJ14260.1","KXJ14260.1"
"KXJ14258.1","KXJ14258.1"
"KXJ14231.1","KXJ14231.1"
"KXJ14229.1","KXJ14229.1"
"KXJ14217.1","KXJ14217.1"
"KXJ14233.1","KXJ14233.1"
"KXJ14225.1","KXJ14225.1"
"KXJ14212.1","KXJ14212.1"
"KXJ14213.1","KXJ14213.1"
"KXJ14238.1","KXJ14238.1"
"KXJ14227.1","KXJ14227.1"
"KXJ14235.1","KXJ14235.1"
"KXJ14220.1","KXJ14220.1"
"KXJ14216.1","KXJ14216.1"
"KXJ14215.1","KXJ14215.1"
"KXJ14224.1","KXJ14224.1"
"KXJ14236.1","KXJ14236.1"
"KXJ14214.1","KXJ14214.1"
"KXJ14219.1","KXJ14219.1"
"KXJ14230.1","KXJ14230.1"
"KXJ14228.1","KXJ14228.1"
"KXJ14226.1","KXJ14226.1"
"KXJ14232.1","KXJ14232.1"
"KXJ14237.1","KXJ14237.1"
"KXJ14223.1","KXJ14223.1"
"KXJ14234.1","KXJ14234.1"
"KXJ14218.1","KXJ14218.1"
"KXJ14221.1","KXJ14221.1"
"KXJ14222.1","KXJ14222.1"
"KXJ14192.1","KXJ14192.1"
"KXJ14195.1","KXJ14195.1"
"KXJ14190.1","KXJ14190.1"
"KXJ14196.1","KXJ14196.1"
"KXJ14198.1","KXJ14198.1"
"KXJ14193.1","KXJ14193.1"
"KXJ14202.1","KXJ14202.1"
"KXJ14211.1","KXJ14211.1"
"KXJ14197.1","KXJ14197.1"
"KXJ14210.1","KXJ14210.1"
"KXJ14207.1","KXJ14207.1"
"KXJ14209.1","KXJ14209.1"
"KXJ14191.1","KXJ14191.1"
"KXJ14200.1","KXJ14200.1"
"KXJ14189.1","KXJ14189.1"
"KXJ14206.1","KXJ14206.1"
"KXJ14203.1","KXJ14203.1"
"KXJ14204.1","KXJ14204.1"
"KXJ14201.1","KXJ14201.1"
"KXJ14194.1","KXJ14194.1"
"KXJ14205.1","KXJ14205.1"
"KXJ14208.1","KXJ14208.1"
"KXJ14199.1","KXJ14199.1"
"KXJ14171.1","KXJ14171.1"
"KXJ14181.1","KXJ14181.1"
"KXJ14174.1","KXJ14174.1"
"KXJ14172.1","KXJ14172.1"
"KXJ14161.1","KXJ14161.1"
"KXJ14175.1","KXJ14175.1"
"KXJ14167.1","KXJ14167.1"
"KXJ14183.1","KXJ14183.1"
"KXJ14176.1","KXJ14176.1"
"KXJ14188.1","KXJ14188.1"
"KXJ14159.1","KXJ14159.1"
"KXJ14163.1","KXJ14163.1"
"KXJ14169.1","KXJ14169.1"
"KXJ14157.1","KXJ14157.1"
"KXJ14178.1","KXJ14178.1"
"KXJ14155.1","KXJ14155.1"
"KXJ14185.1","KXJ14185.1"
"KXJ14186.1","KXJ14186.1"
"KXJ14177.1","KXJ14177.1"
"KXJ14184.1","KXJ14184.1"
"KXJ14179.1","KXJ14179.1"
"KXJ14158.1","KXJ14158.1"
"KXJ14164.1","KXJ14164.1"
"KXJ14173.1","KXJ14173.1"
"KXJ14162.1","KXJ14162.1"
"KXJ14156.1","KXJ14156.1"
"KXJ14170.1","KXJ14170.1"
"KXJ14180.1","KXJ14180.1"
"KXJ14168.1","KXJ14168.1"
"KXJ14160.1","KXJ14160.1"
"KXJ14182.1","KXJ14182.1"
"KXJ14165.1","KXJ14165.1"
"KXJ14187.1","KXJ14187.1"
"KXJ14166.1","KXJ14166.1"
"KXJ14154.1","KXJ14154.1"
"KXJ14129.1","KXJ14129.1"
"KXJ14147.1","KXJ14147.1"
"KXJ14135.1","KXJ14135.1"
"KXJ14126.1","KXJ14126.1"
"KXJ14127.1","KXJ14127.1"
"KXJ14153.1","KXJ14153.1"
"KXJ14139.1","KXJ14139.1"
"KXJ14131.1","KXJ14131.1"
"KXJ14146.1","KXJ14146.1"
"KXJ14152.1","KXJ14152.1"
"KXJ14136.1","KXJ14136.1"
"KXJ14149.1","KXJ14149.1"
"KXJ14128.1","KXJ14128.1"
"KXJ14140.1","KXJ14140.1"
"KXJ14150.1","KXJ14150.1"
"KXJ14143.1","KXJ14143.1"
"KXJ14151.1","KXJ14151.1"
"KXJ14148.1","KXJ14148.1"
"KXJ14132.1","KXJ14132.1"
"KXJ14141.1","KXJ14141.1"
"KXJ14145.1","KXJ14145.1"
"KXJ14133.1","KXJ14133.1"
"KXJ14134.1","KXJ14134.1"
"KXJ14125.1","KXJ14125.1"
"KXJ14138.1","KXJ14138.1"
"KXJ14144.1","KXJ14144.1"
"KXJ14137.1","KXJ14137.1"
"KXJ14130.1","KXJ14130.1"
"KXJ14142.1","KXJ14142.1"
"KXJ14124.1","KXJ14124.1"
"KXJ14113.1","KXJ14113.1"
"KXJ14107.1","KXJ14107.1"
"KXJ14122.1","KXJ14122.1"
"KXJ14104.1","KXJ14104.1"
"KXJ14092.1","KXJ14092.1"
"KXJ14093.1","KXJ14093.1"
"KXJ14115.1","KXJ14115.1"
"KXJ14099.1","KXJ14099.1"
"KXJ14095.1","KXJ14095.1"
"KXJ14119.1","KXJ14119.1"
"KXJ14123.1","KXJ14123.1"
"KXJ14116.1","KXJ14116.1"
"KXJ14106.1","KXJ14106.1"
"KXJ14097.1","KXJ14097.1"
"KXJ14117.1","KXJ14117.1"
"KXJ14098.1","KXJ14098.1"
"KXJ14100.1","KXJ14100.1"
"KXJ14111.1","KXJ14111.1"
"KXJ14108.1","KXJ14108.1"
"KXJ14121.1","KXJ14121.1"
"KXJ14114.1","KXJ14114.1"
"KXJ14101.1","KXJ14101.1"
"KXJ14103.1","KXJ14103.1"
"KXJ14094.1","KXJ14094.1"
"KXJ14109.1","KXJ14109.1"
"KXJ14110.1","KXJ14110.1"
"KXJ14112.1","KXJ14112.1"
"KXJ14102.1","KXJ14102.1"
"KXJ14118.1","KXJ14118.1"
"KXJ14105.1","KXJ14105.1"
"KXJ14120.1","KXJ14120.1"
"KXJ14096.1","KXJ14096.1"
"KXJ14068.1","KXJ14068.1"
"KXJ14082.1","KXJ14082.1"
"KXJ14065.1","KXJ14065.1"
"KXJ14087.1","KXJ14087.1"
"KXJ14084.1","KXJ14084.1"
"KXJ14086.1","KXJ14086.1"
"KXJ14075.1","KXJ14075.1"
"KXJ14063.1","KXJ14063.1"
"KXJ14073.1","KXJ14073.1"
"KXJ14069.1","KXJ14069.1"
"KXJ14091.1","KXJ14091.1"
"KXJ14074.1","KXJ14074.1"
"KXJ14067.1","KXJ14067.1"
"KXJ14088.1","KXJ14088.1"
"KXJ14078.1","KXJ14078.1"
"KXJ14089.1","KXJ14089.1"
"KXJ14070.1","KXJ14070.1"
"KXJ14085.1","KXJ14085.1"
"KXJ14077.1","KXJ14077.1"
"KXJ14083.1","KXJ14083.1"
"KXJ14072.1","KXJ14072.1"
"KXJ14076.1","KXJ14076.1"
"KXJ14066.1","KXJ14066.1"
"KXJ14062.1","KXJ14062.1"
"KXJ14080.1","KXJ14080.1"
"KXJ14081.1","KXJ14081.1"
"KXJ14064.1","KXJ14064.1"
"KXJ14079.1","KXJ14079.1"
"KXJ14071.1","KXJ14071.1"
"KXJ14090.1","KXJ14090.1"
"KXJ14053.1","KXJ14053.1"
"KXJ14043.1","KXJ14043.1"
"KXJ14057.1","KXJ14057.1"
"KXJ14048.1","KXJ14048.1"
"KXJ14050.1","KXJ14050.1"
"KXJ14052.1","KXJ14052.1"
"KXJ14036.1","KXJ14036.1"
"KXJ14056.1","KXJ14056.1"
"KXJ14045.1","KXJ14045.1"
"KXJ14042.1","KXJ14042.1"
"KXJ14061.1","KXJ14061.1"
"KXJ14059.1","KXJ14059.1"
"KXJ14037.1","KXJ14037.1"
"KXJ14047.1","KXJ14047.1"
"KXJ14040.1","KXJ14040.1"
"KXJ14030.1","KXJ14030.1"
"KXJ14028.1","KXJ14028.1"
"KXJ14039.1","KXJ14039.1"
"KXJ14049.1","KXJ14049.1"
"KXJ14054.1","KXJ14054.1"
"KXJ14046.1","KXJ14046.1"
"KXJ14041.1","KXJ14041.1"
"KXJ14051.1","KXJ14051.1"
"KXJ14029.1","KXJ14029.1"
"KXJ14058.1","KXJ14058.1"
"KXJ14032.1","KXJ14032.1"
"KXJ14044.1","KXJ14044.1"
"KXJ14035.1","KXJ14035.1"
"KXJ14034.1","KXJ14034.1"
"KXJ14033.1","KXJ14033.1"
"KXJ14031.1","KXJ14031.1"
"KXJ14060.1","KXJ14060.1"
"KXJ14038.1","KXJ14038.1"
"KXJ14055.1","KXJ14055.1"
"KXJ14006.1","KXJ14006.1"
"KXJ14005.1","KXJ14005.1"
"KXJ14026.1","KXJ14026.1"
"KXJ14020.1","KXJ14020.1"
"KXJ14011.1","KXJ14011.1"
"KXJ14008.1","KXJ14008.1"
"KXJ14004.1","KXJ14004.1"
"KXJ14009.1","KXJ14009.1"
"KXJ14001.1","KXJ14001.1"
"KXJ14018.1","KXJ14018.1"
"KXJ14010.1","KXJ14010.1"
"KXJ14013.1","KXJ14013.1"
"KXJ14007.1","KXJ14007.1"
"KXJ14027.1","KXJ14027.1"
"KXJ14025.1","KXJ14025.1"
"KXJ14003.1","KXJ14003.1"
"KXJ14019.1","KXJ14019.1"
"KXJ14002.1","KXJ14002.1"
"KXJ14016.1","KXJ14016.1"
"KXJ14015.1","KXJ14015.1"
"KXJ14023.1","KXJ14023.1"
"KXJ14021.1","KXJ14021.1"
"KXJ14024.1","KXJ14024.1"
"KXJ14012.1","KXJ14012.1"
"KXJ14022.1","KXJ14022.1"
"KXJ14014.1","KXJ14014.1"
"KXJ14017.1","KXJ14017.1"
"KXJ13973.1","KXJ13973.1"
"KXJ13977.1","KXJ13977.1"
"KXJ13992.1","KXJ13992.1"
"KXJ13987.1","KXJ13987.1"
"KXJ13984.1","KXJ13984.1"
"KXJ13982.1","KXJ13982.1"
"KXJ13997.1","KXJ13997.1"
"KXJ13998.1","KXJ13998.1"
"KXJ13978.1","KXJ13978.1"
"KXJ13986.1","KXJ13986.1"
"KXJ13980.1","KXJ13980.1"
"KXJ14000.1","KXJ14000.1"
"KXJ13983.1","KXJ13983.1"
"KXJ13988.1","KXJ13988.1"
"KXJ13975.1","KXJ13975.1"
"KXJ13976.1","KXJ13976.1"
"KXJ13993.1","KXJ13993.1"
"KXJ13989.1","KXJ13989.1"
"KXJ13985.1","KXJ13985.1"
"KXJ13981.1","KXJ13981.1"
"KXJ13996.1","KXJ13996.1"
"KXJ13991.1","KXJ13991.1"
"KXJ13990.1","KXJ13990.1"
"KXJ13999.1","KXJ13999.1"
"KXJ13979.1","KXJ13979.1"
"KXJ13995.1","KXJ13995.1"
"KXJ13994.1","KXJ13994.1"
"KXJ13974.1","KXJ13974.1"
"KXJ13953.1","KXJ13953.1"
"KXJ13959.1","KXJ13959.1"
"KXJ13949.1","KXJ13949.1"
"KXJ13942.1","KXJ13942.1"
"KXJ13944.1","KXJ13944.1"
"KXJ13941.1","KXJ13941.1"
"KXJ13958.1","KXJ13958.1"
"KXJ13970.1","KXJ13970.1"
"KXJ13962.1","KXJ13962.1"
"KXJ13966.1","KXJ13966.1"
"KXJ13950.1","KXJ13950.1"
"KXJ13960.1","KXJ13960.1"
"KXJ13945.1","KXJ13945.1"
"KXJ13940.1","KXJ13940.1"
"KXJ13957.1","KXJ13957.1"
"KXJ13969.1","KXJ13969.1"
"KXJ13961.1","KXJ13961.1"
"KXJ13946.1","KXJ13946.1"
"KXJ13947.1","KXJ13947.1"
"KXJ13938.1","KXJ13938.1"
"KXJ13937.1","KXJ13937.1"
"KXJ13971.1","KXJ13971.1"
"KXJ13948.1","KXJ13948.1"
"KXJ13967.1","KXJ13967.1"
"KXJ13964.1","KXJ13964.1"
"KXJ13943.1","KXJ13943.1"
"KXJ13939.1","KXJ13939.1"
"KXJ13963.1","KXJ13963.1"
"KXJ13972.1","KXJ13972.1"
"KXJ13955.1","KXJ13955.1"
"KXJ13951.1","KXJ13951.1"
"KXJ13952.1","KXJ13952.1"
"KXJ13956.1","KXJ13956.1"
"KXJ13954.1","KXJ13954.1"
"KXJ13968.1","KXJ13968.1"
"KXJ13965.1","KXJ13965.1"
"KXJ13914.1","KXJ13914.1"
"KXJ13932.1","KXJ13932.1"
"KXJ13926.1","KXJ13926.1"
"KXJ13927.1","KXJ13927.1"
"KXJ13923.1","KXJ13923.1"
"KXJ13929.1","KXJ13929.1"
"KXJ13912.1","KXJ13912.1"
"KXJ13924.1","KXJ13924.1"
"KXJ13917.1","KXJ13917.1"
"KXJ13918.1","KXJ13918.1"
"KXJ13928.1","KXJ13928.1"
"KXJ13922.1","KXJ13922.1"
"KXJ13921.1","KXJ13921.1"
"KXJ13935.1","KXJ13935.1"
"KXJ13916.1","KXJ13916.1"
"KXJ13930.1","KXJ13930.1"
"KXJ13913.1","KXJ13913.1"
"KXJ13933.1","KXJ13933.1"
"KXJ13925.1","KXJ13925.1"
"KXJ13934.1","KXJ13934.1"
"KXJ13915.1","KXJ13915.1"
"KXJ13919.1","KXJ13919.1"
"KXJ13931.1","KXJ13931.1"
"KXJ13920.1","KXJ13920.1"
"KXJ13936.1","KXJ13936.1"
"KXJ13906.1","KXJ13906.1"
"KXJ13895.1","KXJ13895.1"
"KXJ13907.1","KXJ13907.1"
"KXJ13891.1","KXJ13891.1"
"KXJ13908.1","KXJ13908.1"
"KXJ13892.1","KXJ13892.1"
"KXJ13897.1","KXJ13897.1"
"KXJ13902.1","KXJ13902.1"
"KXJ13894.1","KXJ13894.1"
"KXJ13900.1","KXJ13900.1"
"KXJ13890.1","KXJ13890.1"
"KXJ13904.1","KXJ13904.1"
"KXJ13898.1","KXJ13898.1"
"KXJ13905.1","KXJ13905.1"
"KXJ13910.1","KXJ13910.1"
"KXJ13911.1","KXJ13911.1"
"KXJ13899.1","KXJ13899.1"
"KXJ13903.1","KXJ13903.1"
"KXJ13909.1","KXJ13909.1"
"KXJ13893.1","KXJ13893.1"
"KXJ13896.1","KXJ13896.1"
"KXJ13901.1","KXJ13901.1"
"KXJ13882.1","KXJ13882.1"
"KXJ13864.1","KXJ13864.1"
"KXJ13873.1","KXJ13873.1"
"KXJ13881.1","KXJ13881.1"
"KXJ13883.1","KXJ13883.1"
"KXJ13878.1","KXJ13878.1"
"KXJ13871.1","KXJ13871.1"
"KXJ13879.1","KXJ13879.1"
"KXJ13887.1","KXJ13887.1"
"KXJ13876.1","KXJ13876.1"
"KXJ13889.1","KXJ13889.1"
"KXJ13874.1","KXJ13874.1"
"KXJ13888.1","KXJ13888.1"
"KXJ13877.1","KXJ13877.1"
"KXJ13865.1","KXJ13865.1"
"KXJ13867.1","KXJ13867.1"
"KXJ13875.1","KXJ13875.1"
"KXJ13872.1","KXJ13872.1"
"KXJ13870.1","KXJ13870.1"
"KXJ13866.1","KXJ13866.1"
"KXJ13869.1","KXJ13869.1"
"KXJ13884.1","KXJ13884.1"
"KXJ13885.1","KXJ13885.1"
"KXJ13868.1","KXJ13868.1"
"KXJ13886.1","KXJ13886.1"
"KXJ13880.1","KXJ13880.1"
"KXJ13843.1","KXJ13843.1"
"KXJ13829.1","KXJ13829.1"
"KXJ13833.1","KXJ13833.1"
"KXJ13835.1","KXJ13835.1"
"KXJ13847.1","KXJ13847.1"
"KXJ13837.1","KXJ13837.1"
"KXJ13834.1","KXJ13834.1"
"KXJ13841.1","KXJ13841.1"
"KXJ13849.1","KXJ13849.1"
"KXJ13853.1","KXJ13853.1"
"KXJ13846.1","KXJ13846.1"
"KXJ13855.1","KXJ13855.1"
"KXJ13854.1","KXJ13854.1"
"KXJ13862.1","KXJ13862.1"
"KXJ13852.1","KXJ13852.1"
"KXJ13851.1","KXJ13851.1"
"KXJ13863.1","KXJ13863.1"
"KXJ13861.1","KXJ13861.1"
"KXJ13832.1","KXJ13832.1"
"KXJ13850.1","KXJ13850.1"
"KXJ13856.1","KXJ13856.1"
"KXJ13857.1","KXJ13857.1"
"KXJ13845.1","KXJ13845.1"
"KXJ13848.1","KXJ13848.1"
"KXJ13842.1","KXJ13842.1"
"KXJ13831.1","KXJ13831.1"
"KXJ13836.1","KXJ13836.1"
"KXJ13838.1","KXJ13838.1"
"KXJ13858.1","KXJ13858.1"
"KXJ13840.1","KXJ13840.1"
"KXJ13844.1","KXJ13844.1"
"KXJ13839.1","KXJ13839.1"
"KXJ13859.1","KXJ13859.1"
"KXJ13860.1","KXJ13860.1"
"KXJ13828.1","KXJ13828.1"
"KXJ13830.1","KXJ13830.1"
"KXJ13812.1","KXJ13812.1"
"KXJ13806.1","KXJ13806.1"
"KXJ13816.1","KXJ13816.1"
"KXJ13805.1","KXJ13805.1"
"KXJ13818.1","KXJ13818.1"
"KXJ13822.1","KXJ13822.1"
"KXJ13824.1","KXJ13824.1"
"KXJ13819.1","KXJ13819.1"
"KXJ13793.1","KXJ13793.1"
"KXJ13803.1","KXJ13803.1"
"KXJ13827.1","KXJ13827.1"
"KXJ13811.1","KXJ13811.1"
"KXJ13814.1","KXJ13814.1"
"KXJ13823.1","KXJ13823.1"
"KXJ13821.1","KXJ13821.1"
"KXJ13807.1","KXJ13807.1"
"KXJ13810.1","KXJ13810.1"
"KXJ13802.1","KXJ13802.1"
"KXJ13796.1","KXJ13796.1"
"KXJ13799.1","KXJ13799.1"
"KXJ13815.1","KXJ13815.1"
"KXJ13801.1","KXJ13801.1"
"KXJ13797.1","KXJ13797.1"
"KXJ13825.1","KXJ13825.1"
"KXJ13804.1","KXJ13804.1"
"KXJ13813.1","KXJ13813.1"
"KXJ13798.1","KXJ13798.1"
"KXJ13817.1","KXJ13817.1"
"KXJ13820.1","KXJ13820.1"
"KXJ13809.1","KXJ13809.1"
"KXJ13795.1","KXJ13795.1"
"KXJ13794.1","KXJ13794.1"
"KXJ13800.1","KXJ13800.1"
"KXJ13826.1","KXJ13826.1"
"KXJ13808.1","KXJ13808.1"
"KXJ13771.1","KXJ13771.1"
"KXJ13778.1","KXJ13778.1"
"KXJ13785.1","KXJ13785.1"
"KXJ13789.1","KXJ13789.1"
"KXJ13780.1","KXJ13780.1"
"KXJ13767.1","KXJ13767.1"
"KXJ13761.1","KXJ13761.1"
"KXJ13777.1","KXJ13777.1"
"KXJ13791.1","KXJ13791.1"
"KXJ13774.1","KXJ13774.1"
"KXJ13775.1","KXJ13775.1"
"KXJ13773.1","KXJ13773.1"
"KXJ13765.1","KXJ13765.1"
"KXJ13792.1","KXJ13792.1"
"KXJ13758.1","KXJ13758.1"
"KXJ13766.1","KXJ13766.1"
"KXJ13787.1","KXJ13787.1"
"KXJ13783.1","KXJ13783.1"
"KXJ13784.1","KXJ13784.1"
"KXJ13779.1","KXJ13779.1"
"KXJ13782.1","KXJ13782.1"
"KXJ13760.1","KXJ13760.1"
"KXJ13781.1","KXJ13781.1"
"KXJ13768.1","KXJ13768.1"
"KXJ13769.1","KXJ13769.1"
"KXJ13757.1","KXJ13757.1"
"KXJ13759.1","KXJ13759.1"
"KXJ13772.1","KXJ13772.1"
"KXJ13770.1","KXJ13770.1"
"KXJ13788.1","KXJ13788.1"
"KXJ13786.1","KXJ13786.1"
"KXJ13763.1","KXJ13763.1"
"KXJ13776.1","KXJ13776.1"
"KXJ13790.1","KXJ13790.1"
"KXJ13764.1","KXJ13764.1"
"KXJ13762.1","KXJ13762.1"
"KXJ13750.1","KXJ13750.1"
"KXJ13756.1","KXJ13756.1"
"KXJ13743.1","KXJ13743.1"
"KXJ13740.1","KXJ13740.1"
"KXJ13713.1","KXJ13713.1"
"KXJ13732.1","KXJ13732.1"
"KXJ13731.1","KXJ13731.1"
"KXJ13742.1","KXJ13742.1"
"KXJ13741.1","KXJ13741.1"
"KXJ13734.1","KXJ13734.1"
"KXJ13722.1","KXJ13722.1"
"KXJ13748.1","KXJ13748.1"
"KXJ13751.1","KXJ13751.1"
"KXJ13714.1","KXJ13714.1"
"KXJ13747.1","KXJ13747.1"
"KXJ13729.1","KXJ13729.1"
"KXJ13712.1","KXJ13712.1"
"KXJ13715.1","KXJ13715.1"
"KXJ13753.1","KXJ13753.1"
"KXJ13739.1","KXJ13739.1"
"KXJ13725.1","KXJ13725.1"
"KXJ13745.1","KXJ13745.1"
"KXJ13754.1","KXJ13754.1"
"KXJ13719.1","KXJ13719.1"
"KXJ13730.1","KXJ13730.1"
"KXJ13733.1","KXJ13733.1"
"KXJ13717.1","KXJ13717.1"
"KXJ13736.1","KXJ13736.1"
"KXJ13720.1","KXJ13720.1"
"KXJ13726.1","KXJ13726.1"
"KXJ13746.1","KXJ13746.1"
"KXJ13721.1","KXJ13721.1"
"KXJ13749.1","KXJ13749.1"
"KXJ13716.1","KXJ13716.1"
"KXJ13723.1","KXJ13723.1"
"KXJ13738.1","KXJ13738.1"
"KXJ13752.1","KXJ13752.1"
"KXJ13728.1","KXJ13728.1"
"KXJ13711.1","KXJ13711.1"
"KXJ13718.1","KXJ13718.1"
"KXJ13755.1","KXJ13755.1"
"KXJ13727.1","KXJ13727.1"
"KXJ13744.1","KXJ13744.1"
"KXJ13735.1","KXJ13735.1"
"KXJ13724.1","KXJ13724.1"
"KXJ13737.1","KXJ13737.1"
"KXJ13710.1","KXJ13710.1"
"KXJ13695.1","KXJ13695.1"
"KXJ13698.1","KXJ13698.1"
"KXJ13708.1","KXJ13708.1"
"KXJ13699.1","KXJ13699.1"
"KXJ13692.1","KXJ13692.1"
"KXJ13696.1","KXJ13696.1"
"KXJ13694.1","KXJ13694.1"
"KXJ13701.1","KXJ13701.1"
"KXJ13703.1","KXJ13703.1"
"KXJ13704.1","KXJ13704.1"
"KXJ13707.1","KXJ13707.1"
"KXJ13700.1","KXJ13700.1"
"KXJ13693.1","KXJ13693.1"
"KXJ13697.1","KXJ13697.1"
"KXJ13705.1","KXJ13705.1"
"KXJ13709.1","KXJ13709.1"
"KXJ13702.1","KXJ13702.1"
"KXJ13691.1","KXJ13691.1"
"KXJ13706.1","KXJ13706.1"
"KXJ13676.1","KXJ13676.1"
"KXJ13673.1","KXJ13673.1"
"KXJ13689.1","KXJ13689.1"
"KXJ13668.1","KXJ13668.1"
"KXJ13678.1","KXJ13678.1"
"KXJ13686.1","KXJ13686.1"
"KXJ13682.1","KXJ13682.1"
"KXJ13666.1","KXJ13666.1"
"KXJ13688.1","KXJ13688.1"
"KXJ13680.1","KXJ13680.1"
"KXJ13690.1","KXJ13690.1"
"KXJ13672.1","KXJ13672.1"
"KXJ13669.1","KXJ13669.1"
"KXJ13684.1","KXJ13684.1"
"KXJ13685.1","KXJ13685.1"
"KXJ13675.1","KXJ13675.1"
"KXJ13667.1","KXJ13667.1"
"KXJ13670.1","KXJ13670.1"
"KXJ13687.1","KXJ13687.1"
"KXJ13665.1","KXJ13665.1"
"KXJ13671.1","KXJ13671.1"
"KXJ13677.1","KXJ13677.1"
"KXJ13683.1","KXJ13683.1"
"KXJ13679.1","KXJ13679.1"
"KXJ13674.1","KXJ13674.1"
"KXJ13681.1","KXJ13681.1"
"KXJ13662.1","KXJ13662.1"
"KXJ13658.1","KXJ13658.1"
"KXJ13661.1","KXJ13661.1"
"KXJ13654.1","KXJ13654.1"
"KXJ13635.1","KXJ13635.1"
"KXJ13636.1","KXJ13636.1"
"KXJ13637.1","KXJ13637.1"
"KXJ13645.1","KXJ13645.1"
"KXJ13642.1","KXJ13642.1"
"KXJ13651.1","KXJ13651.1"
"KXJ13639.1","KXJ13639.1"
"KXJ13648.1","KXJ13648.1"
"KXJ13657.1","KXJ13657.1"
"KXJ13643.1","KXJ13643.1"
"KXJ13663.1","KXJ13663.1"
"KXJ13638.1","KXJ13638.1"
"KXJ13647.1","KXJ13647.1"
"KXJ13641.1","KXJ13641.1"
"KXJ13650.1","KXJ13650.1"
"KXJ13649.1","KXJ13649.1"
"KXJ13656.1","KXJ13656.1"
"KXJ13660.1","KXJ13660.1"
"KXJ13644.1","KXJ13644.1"
"KXJ13652.1","KXJ13652.1"
"KXJ13634.1","KXJ13634.1"
"KXJ13653.1","KXJ13653.1"
"KXJ13646.1","KXJ13646.1"
"KXJ13659.1","KXJ13659.1"
"KXJ13655.1","KXJ13655.1"
"KXJ13640.1","KXJ13640.1"
"KXJ13664.1","KXJ13664.1"
"KXJ13628.1","KXJ13628.1"
"KXJ13619.1","KXJ13619.1"
"KXJ13629.1","KXJ13629.1"
"KXJ13621.1","KXJ13621.1"
"KXJ13626.1","KXJ13626.1"
"KXJ13605.1","KXJ13605.1"
"KXJ13603.1","KXJ13603.1"
"KXJ13614.1","KXJ13614.1"
"KXJ13612.1","KXJ13612.1"
"KXJ13630.1","KXJ13630.1"
"KXJ13611.1","KXJ13611.1"
"KXJ13613.1","KXJ13613.1"
"KXJ13606.1","KXJ13606.1"
"KXJ13610.1","KXJ13610.1"
"KXJ13631.1","KXJ13631.1"
"KXJ13632.1","KXJ13632.1"
"KXJ13625.1","KXJ13625.1"
"KXJ13627.1","KXJ13627.1"
"KXJ13620.1","KXJ13620.1"
"KXJ13622.1","KXJ13622.1"
"KXJ13604.1","KXJ13604.1"
"KXJ13623.1","KXJ13623.1"
"KXJ13618.1","KXJ13618.1"
"KXJ13607.1","KXJ13607.1"
"KXJ13615.1","KXJ13615.1"
"KXJ13616.1","KXJ13616.1"
"KXJ13617.1","KXJ13617.1"
"KXJ13633.1","KXJ13633.1"
"KXJ13624.1","KXJ13624.1"
"KXJ13608.1","KXJ13608.1"
"KXJ13609.1","KXJ13609.1"
"KXJ13576.1","KXJ13576.1"
"KXJ13586.1","KXJ13586.1"
"KXJ13580.1","KXJ13580.1"
"KXJ13599.1","KXJ13599.1"
"KXJ13588.1","KXJ13588.1"
"KXJ13598.1","KXJ13598.1"
"KXJ13601.1","KXJ13601.1"
"KXJ13596.1","KXJ13596.1"
"KXJ13602.1","KXJ13602.1"
"KXJ13591.1","KXJ13591.1"
"KXJ13590.1","KXJ13590.1"
"KXJ13582.1","KXJ13582.1"
"KXJ13589.1","KXJ13589.1"
"KXJ13587.1","KXJ13587.1"
"KXJ13593.1","KXJ13593.1"
"KXJ13584.1","KXJ13584.1"
"KXJ13597.1","KXJ13597.1"
"KXJ13575.1","KXJ13575.1"
"KXJ13600.1","KXJ13600.1"
"KXJ13579.1","KXJ13579.1"
"KXJ13592.1","KXJ13592.1"
"KXJ13594.1","KXJ13594.1"
"KXJ13577.1","KXJ13577.1"
"KXJ13581.1","KXJ13581.1"
"KXJ13585.1","KXJ13585.1"
"KXJ13578.1","KXJ13578.1"
"KXJ13583.1","KXJ13583.1"
"KXJ13595.1","KXJ13595.1"
"KXJ13544.1","KXJ13544.1"
"KXJ13570.1","KXJ13570.1"
"KXJ13548.1","KXJ13548.1"
"KXJ13558.1","KXJ13558.1"
"KXJ13551.1","KXJ13551.1"
"KXJ13568.1","KXJ13568.1"
